,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,padj.IHW,log2fc.shrunk
ygbA,180.027259907488,-1.07014514458913,0.18628669216271,-5.74461402564614,9.21308948554704e-09,2.01576044088952e-07,1.79531839819132e-07,-0.976038894158796
cysN,407.187450034575,-0.726387034553366,0.126775969101343,-5.72969025362135,1.00614186068994e-08,2.1887897506552e-07,1.94624598671733e-07,-0.691569408861299
fucI,583.183766508233,-0.62432637122098,0.109105562418413,-5.72222311477326,1.05139106883878e-08,2.27423056765298e-07,2.02215292010774e-07,-0.601250159308161
yiiF,27.8380220589644,4.02651490244437,0.697223457063422,5.77507090682708,7.69206852441562e-09,1.70254098095641e-07,2.45043800072988e-07,3.67840226679601
ybhP,72.6983656598784,-1.73562885547979,0.306591898221295,-5.66103953023258,1.50458759828777e-08,3.23613841055455e-07,2.86231643437729e-07,-1.4655796977542
kup,347.105362753579,0.770330156551206,0.137169493977773,5.61589996589204,1.95541770732073e-08,4.18217708526406e-07,3.69749249679965e-07,0.727991105882561
ygcU,531.045253206051,-0.62629094354032,0.112561056781331,-5.56401087062462,2.63643511772656e-08,5.54525331115194e-07,4.95457002354276e-07,-0.601724109147632
frlC,285.319593174398,-0.825048164030596,0.148280202346385,-5.5641154447798,2.63485479172917e-08,5.54525331115194e-07,4.95457002354276e-07,-0.773392605804431
ppnN,538.813821029643,-0.623683834139545,0.11219885882916,-5.55873598580179,2.71735371922588e-08,5.68404703796314e-07,5.05307052419309e-07,-0.599354087714432
ypjJ,118.961844239001,-1.28218403786673,0.230793629484868,-5.55554345554757,2.7674935104755e-08,5.75729387671051e-07,5.11803183845845e-07,-1.12899289876779
zapE,239.027034143702,-0.976014504533307,0.176411443617422,-5.53260312664274,3.15512823341927e-08,6.52802890468867e-07,5.8356295531541e-07,-0.895649522161277
yegT,83.568656065446,-1.55900378928431,0.282821401573191,-5.51232608498641,3.54122047276814e-08,7.28725748098828e-07,6.51413767641043e-07,-1.32417294759366
chiA,367.19296763343,-0.734285292305024,0.133545349557052,-5.49839657270378,3.83260226994456e-08,7.84447142025749e-07,6.98400142455802e-07,-0.695517380283198
rnb,25.722975193764,-3.28278469010536,0.588766146972548,-5.57570218156315,2.4653338781093e-08,5.24331065584476e-07,7.43149246232649e-07,-2.97165032457873
argP,144.467190009675,-1.14005990046956,0.20964242791136,-5.43811628126914,5.38468292473511e-08,1.07327161751134e-06,8.09142193502976e-07,-1.01874941154517
iap,488.865160096594,-0.632593370259803,0.115663635737137,-5.4692502637343,4.51943228080078e-08,9.20079074492436e-07,8.09467593525412e-07,-0.606492509042263
luxS,225.115755563985,-0.968731926932137,0.177178077226116,-5.46756089747961,4.56270474459958e-08,9.23947710781414e-07,8.17113436196815e-07,-0.88811070505251
yafT,30.5322395028753,-2.7093446161194,0.497525590515597,-5.44563871239596,5.16198174210202e-08,1.0342981311675e-06,9.11098626787199e-07,-2.34885519863831
ssnA,417.678584021287,-0.68048733204628,0.124940230980757,-5.44650291346979,5.13697621660074e-08,1.0342981311675e-06,9.11098626787199e-07,-0.648356459699531
wecB,135.309881294201,1.1744828105929,0.217228297968333,5.40667501231407,6.42054884891709e-08,1.25348869065781e-06,9.39674076325887e-07,1.04293853606538
xylH,152.064228994361,1.13028329389772,0.207897631324713,5.43673002282714,5.42672684366979e-08,1.0760181819714e-06,9.47900926916444e-07,1.01138087848729
argA,428.365688664559,-0.666442892828721,0.123354008202877,-5.40268534876176,6.56505630116352e-08,1.26868879891013e-06,9.50917948776778e-07,-0.635616931156398
nrdF,287.323083109127,-0.860024484119981,0.158337480525669,-5.43159131536491,5.58537220421429e-08,1.10173637209553e-06,9.65605661092493e-07,-0.799796964966448
glrR,93.6043634176096,-1.39276564493818,0.256969342855355,-5.41996811550456,5.96096659023718e-08,1.16976287675428e-06,1.02939583371136e-06,-1.20039878768473
yicS,64.7175182777575,1.75627149218449,0.324963460843697,5.40451990394462,6.49822077827811e-08,1.26217992361759e-06,1.11023776630244e-06,1.45533366409266
ybhJ,148.44364625069,-1.10358827493526,0.204866773994702,-5.38685826606418,7.16999300915014e-08,1.37859411039569e-06,1.21882485494954e-06,-0.989386015549862
mscM,257.339678247761,-0.898192467624489,0.166865363606327,-5.38273760481251,7.33614424683094e-08,1.40345231897917e-06,1.24278808488997e-06,-0.829683855129955
ygjK,794.571204096285,-0.516660695383975,0.0964706742690282,-5.35562438325206,8.52614689672577e-08,1.62295206179175e-06,1.43715996437236e-06,-0.501206162672544
srlE,510.590450738992,-0.620962965002452,0.116454051300944,-5.33225729861247,9.69993652709567e-08,1.82810189894323e-06,1.62427887136364e-06,-0.594928421092533
kdsD,117.776638725922,-1.28114964564054,0.240421671978771,-5.32876106840181,9.88849809646204e-08,1.85445873168626e-06,1.65691700310993e-06,-1.1160893702437
pgi,82.7450922557484,1.48892633489429,0.279638847711198,5.32446170151581,1.01252431470735e-07,1.88954905200533e-06,1.68822844351259e-06,1.26037792871863
xdhB,309.626014859814,-0.755858767753373,0.142100236157005,-5.31919431096676,1.04227774138099e-07,1.93558602996948e-06,1.72931889047171e-06,-0.711257072063599
glcB,526.827316417997,-0.592719221213466,0.112318251492412,-5.27714074371529,1.31215107989483e-07,2.40161498132673e-06,2.15527858547599e-06,-0.569369827492765
sgcB,41.5627978574086,-2.08982017152642,0.397315847522706,-5.2598460004971,1.44176097454488e-07,2.62621245458964e-06,2.36890604053973e-06,-1.69648097377787
yjfN,65.8522476642351,-1.68765004603534,0.321294163871516,-5.25266324697458,1.49915487380216e-07,2.71334701303666e-06,2.4415096814066e-06,-1.39035136660788
yieH,130.8685668661,1.16071681174224,0.221001050146605,5.25208731348681,1.50385137838386e-07,2.71334701303666e-06,2.44716567870684e-06,1.02579711105723
srmB,26.9565329241882,-2.92445085832481,0.547465294722833,-5.34180136442326,9.20274653144683e-08,1.7430276639412e-06,2.4736146987957e-06,-2.55315552179709
yqeG,385.412329485703,-0.678925540904424,0.129409627854403,-5.24632944365063,1.55159350972731e-07,2.78628136393013e-06,2.50080857244402e-06,-0.644636639561799
envZ,104.532988526462,-1.28023407595779,0.244344323616203,-5.23946722809359,1.61040840514359e-07,2.87832150158762e-06,2.56886530571399e-06,-1.11028519096478
fixC,144.357373611972,-1.09539884556371,0.209347896158878,-5.2324330249414,1.67293276936281e-07,2.97610049203936e-06,2.67094175247646e-06,-0.97707977684283
yhfT,151.841356958801,-1.05699518642134,0.202167500951133,-5.22831405368575,1.71062758944972e-07,3.02900429443493e-06,2.70426533695207e-06,-0.948329028087134
yfjZ,240.995496005245,-0.896916774671932,0.171743067979784,-5.22243363427926,1.76586853137959e-07,3.11234328655653e-06,2.77854878657899e-06,-0.824709897332581
dgcN,371.653539423657,-0.689155686268107,0.132060207349149,-5.21849617005429,1.80381708075356e-07,3.16457678637272e-06,2.82505864587368e-06,-0.65308392803351
csrA,27.433479724987,-2.85431148601282,0.538243994208582,-5.30300666003662,1.13910764034554e-07,2.10513727514343e-06,2.98245886253725e-06,-2.46919237178607
ppk,24.5590642057857,4.88473719398909,0.921770971713296,5.29929596818375,1.16250061063431e-07,2.13799025347092e-06,3.00149468534371e-06,4.23465198601676
yqeA,331.800032247165,-0.728547761079598,0.140285906101824,-5.19330687824618,2.0659123009739e-07,3.60776519715946e-06,3.19475591687491e-06,-0.68625826365647
yrbL,66.3379153930888,1.65510418411681,0.319133625043951,5.18624191947453,2.14580034924164e-07,3.73016526464061e-06,3.3031438851715e-06,1.36097272291057
barA,727.999592421475,-0.522645462222602,0.100834174839894,-5.1832175257294,2.18090429962413e-07,3.77395575848594e-06,3.35533369151066e-06,-0.505636953652272
bglH,168.207831898212,1.00891951874247,0.194764427105829,5.18020427926632,2.21643041946307e-07,3.80087865175492e-06,3.37558919740745e-06,0.910341681793674
ygfX,141.062872802766,-1.11606996909917,0.215445292006594,-5.18029407235785,2.21536372315795e-07,3.80087865175492e-06,3.37764385771131e-06,-0.990032187480585
nlpI,54.1490803751129,1.81589072507378,0.350954282748109,5.17415177513906,2.28948666359886e-07,3.90855413826047e-06,3.45558050386593e-06,1.47124121656859
srkA,99.6446311215188,1.34154442011716,0.260037047631812,5.15905111342696,2.48204549588462e-07,4.21836928697891e-06,3.73545935022323e-06,1.14753659439076
sdhE,35.0546587346066,-2.29324063849165,0.446060936359547,-5.14109273322063,2.7314518981242e-07,4.62161661162615e-06,4.0860041065175e-06,-1.85503639874369
cysD,385.526046921761,-0.672322007733623,0.13090915941864,-5.13579042688352,2.80960619242279e-07,4.71196950420862e-06,4.18198494572518e-06,-0.637554576452972
patA,357.336206218956,-0.681786003554141,0.132743419960238,-5.13611901635774,2.80470076193082e-07,4.71196950420862e-06,4.18198494572518e-06,-0.645677638377272
fucK,372.368333556055,-0.668585245245582,0.130641592039702,-5.11770589141625,3.09274369248601e-07,5.16406808653257e-06,4.56754164287817e-06,-0.634110943167227
ygbL,223.990338559672,-0.878140621840004,0.171832110880953,-5.1104570463456,3.21380376505583e-07,5.34277333343561e-06,4.73114401484717e-06,-0.806943504982678
recG,100.108848703817,1.29055167247326,0.254902651423865,5.06291976668092,4.12883648399932e-07,6.80453701064303e-06,6.04467952302461e-06,1.10641392052411
ygfM,235.478328641942,-0.814949045656527,0.162102250154168,-5.0273765162511,4.97235467820707e-07,8.15937683617858e-06,6.04862192457223e-06,-0.754472094385309
hycI,220.008542510445,-0.849311528707323,0.169645055694034,-5.00640307630959,5.54565660095264e-07,9.0610792617282e-06,6.71693752098143e-06,-0.781450524275943
elyC,20.4538359081353,7.69098013984645,1.50778884198244,5.10083370144479,3.38160591213165e-07,5.59729291629791e-06,8.13150991609744e-06,5.63308301747718
ppdB,202.48505905018,-0.910280738296722,0.182644659398047,-4.98388916104521,6.2318786668607e-07,1.01387872157003e-05,8.96760694088495e-06,-0.828531788563491
fadA,91.4116399740336,1.30588355016214,0.263966583124649,4.94715480536975,7.53060861589804e-07,1.19454279169683e-05,9.00468519603127e-06,1.10877545087379
yidL,54.9101495537171,1.70245544452622,0.345489262424646,4.92766528423597,8.32180185042607e-07,1.30374895656675e-05,9.90858610156663e-06,1.36243499571632
ygcO,164.606762024097,-0.965505890164628,0.194624063007207,-4.96087624133546,7.01758937406883e-07,1.13637903719242e-05,9.97480773183591e-06,-0.869857312011908
fucO,469.371415939826,-0.611692662775679,0.123321855584246,-4.96013184263035,7.04453513993727e-07,1.13637903719242e-05,9.97480773183591e-06,-0.58301177599127
ttdT,458.277215199211,-0.589745665452968,0.118941970019074,-4.95826381014535,7.11259393181405e-07,1.13771618060572e-05,9.97480773183591e-06,-0.563797603160144
yicI,297.425545597762,0.732989390655468,0.147801132351939,4.95929482400784,7.07495263241043e-07,1.13647023930745e-05,9.97480773183591e-06,0.686110842519069
yaiW,76.2278339081226,-1.42521021794048,0.287495865190933,-4.95732422792921,7.14706514049492e-07,1.13844673597758e-05,9.98156083182903e-06,-1.18762002195782
kptA,29.635106232237,2.54320300943385,0.517500631230612,4.91439595616751,8.90566034370452e-07,1.3895020052657e-05,1.03408700685164e-05,2.03652411795861
ygaM,98.2704616135677,-1.26399620253296,0.2556312139163,-4.94460822357485,7.62971468163264e-07,1.20524165116081e-05,1.05724455380336e-05,-1.08067118133078
ygcN,583.426127042976,-0.527034650639229,0.107397527902025,-4.90732571721786,9.2326634415118e-07,1.4346428457892e-05,1.27561457669187e-05,-0.507681319660566
yqiA,154.25479307687,-0.976952907658846,0.199715518641025,-4.89172255769895,9.99572804142477e-07,1.54689986397171e-05,1.38092514292654e-05,-0.875892425838992
alpA,110.295530348006,-1.13701714278204,0.235566719264821,-4.82673081465224,1.3879251677875e-06,2.1135324455068e-05,1.58539419572474e-05,-0.987294018828697
modB,54.8807429729498,-1.7214760759047,0.354373990292448,-4.85779465497469,1.18700416795355e-06,1.82214712395128e-05,1.62658618897894e-05,-1.36553804368396
bisC,211.153188447093,0.865224968071046,0.179540809099887,4.81909919203762,1.44207848034803e-06,2.18724811740436e-05,1.63396795555563e-05,0.78884479086678
dcd,20.3111614228325,-5.54759094883015,1.12435637323418,-4.93401476693076,8.05563453261232e-07,1.26726449031633e-05,1.8296324587058e-05,-4.50203429796516
tamB,323.867000522728,0.729600456408346,0.15108927256246,4.82893619139461,1.37264380584434e-06,2.09865661399575e-05,1.84801548516586e-05,0.680928635350928
ygeA,258.463171832181,-0.74613422153612,0.155334424789815,-4.80340544309945,1.55989571046283e-06,2.35655673402064e-05,2.0950970123078e-05,-0.693956031788958
yqeC,328.957793233246,-0.665034445875683,0.1385670651217,-4.79936877707269,1.59166481296938e-06,2.39504661777646e-05,2.12928291708e-05,-0.626663968404474
pitA,99.8439503543969,-1.24078645526983,0.2591527310021,-4.78785791865638,1.68570920043632e-06,2.52657280553586e-05,2.24354904939261e-05,-1.05462271114796
greA,20.3350925332033,3.87566443134572,0.792868898939229,4.88815292986134,1.01786449936331e-06,1.56883001986888e-05,2.24522760768627e-05,3.30177287736562
glcG,179.498445947618,-0.872829221630208,0.18451993297992,-4.73027064086997,2.24220719476884e-06,3.3214329924066e-05,2.47082439894135e-05,-0.79200174741059
selA,177.375687556836,0.885912409283167,0.188731734291354,4.69402992882766,2.67874816546471e-06,3.90727749652266e-05,2.94034466599837e-05,0.800763469192602
frlR,101.201883491159,-1.2253472597676,0.259296249809415,-4.72566518284872,2.29363299082998e-06,3.38444216902703e-05,3.0051367262696e-05,-1.04019476544856
ptrA,1090.44390699497,-0.413550084036448,0.0876000922586923,-4.72088639832926,2.34819067757643e-06,3.45156830483918e-05,3.08060093867089e-05,-0.403028804944822
cpxA,44.8220539156454,1.83882156187323,0.390539042679479,4.70841928954686,2.49645176687679e-06,3.65538149096151e-05,3.24941896396453e-05,1.41813120671224
ybaY,50.5136913015189,-1.6510415417678,0.351885401694806,-4.6919864643881,2.705650323796e-06,3.93145449721044e-05,3.50816987759055e-05,-1.29935698238159
queA,45.9579744730193,-1.74007598482731,0.371056557560659,-4.68951686574856,2.73850863094845e-06,3.96406933765048e-05,3.53151753300434e-05,-1.35320625629135
yhbX,193.355570402821,-0.852019613937878,0.181960572115072,-4.68244083888163,2.8347901702403e-06,4.08789627958516e-05,3.66219458942074e-05,-0.774619167812503
ymcE,20.7740679889886,-3.00622984980725,0.629885354218817,-4.77266192914673,1.81806827737442e-06,2.71426899292723e-05,3.87309869101812e-05,-2.44554470572866
tolB,16.8358369691709,-4.22773658227787,0.885970696740561,-4.77186954131946,1.82523719959213e-06,2.7143273511122e-05,3.88397354416438e-05,-3.52481583471344
phoA,49.3153782921569,1.69870092091966,0.367382378764247,4.62379531275706,3.76781681446416e-06,5.35226813905413e-05,3.99530764099785e-05,1.31833366420776
speC,508.69741745245,-0.541690012413833,0.11631544392557,-4.65707729027333,3.20730059617533e-06,4.60762013948659e-05,4.06005073927921e-05,-0.518580784763092
ygfS,147.12712769001,-0.982048136022316,0.211356455163984,-4.64640711001885,3.37766118825192e-06,4.83411885100566e-05,4.25787181038499e-05,-0.869664824165899
ligB,219.651017374494,0.780174020686044,0.168687186832668,4.62497499267654,3.74643598900013e-06,5.34182839330468e-05,4.70512626772154e-05,0.717198327806848
pdxK,42.1531998269757,-1.7786403074515,0.384817563880156,-4.62203515223497,3.79993602217576e-06,5.37782767153276e-05,4.75660882589982e-05,-1.36622274867198
ygbN,547.000754201719,-0.521230302046879,0.113293270394417,-4.60071723794607,4.21038656916853e-06,5.9147386231825e-05,5.25703057250764e-05,-0.499981798847954
fumA,41.3061670954872,-1.76575005648864,0.387593612998209,-4.55567377085959,5.22179259945102e-06,7.25524249128103e-05,5.4144786732315e-05,-1.34752493864521
yqcE,356.216990289519,-0.611035250971415,0.133260143461541,-4.58528135344354,4.53375502268698e-06,6.34559021006225e-05,5.61916055003284e-05,-0.577829506595873
hemX,70.1274487862992,1.39052812448988,0.303404928053305,4.58307692433254,4.58183388550005e-06,6.38939252824128e-05,5.65794847206431e-05,1.13145840228972
uhpA,103.568673502016,-1.10702825636662,0.243651773661625,-4.54348531812464,5.53316608986487e-06,7.6599139287693e-05,5.67452434763515e-05,-0.950513235129382
ygiM,230.82724342715,-0.749898043652028,0.165229371897848,-4.53852747267989,5.66484164996198e-06,7.81378701500191e-05,6.93334547374222e-05,-0.691138280901969
yhfA,28.2961415268072,-2.20108667355059,0.485143477367862,-4.53698086490321,5.70652820731231e-06,7.84287107770324e-05,6.96203687083514e-05,-1.62948011625731
yhcH,79.5476413676288,-1.25102244615361,0.27594678553607,-4.53356412078984,5.79966492681155e-06,7.9422030130833e-05,7.04710746117764e-05,-1.04213168409345
cyuA,118.381380912457,-1.02378387767339,0.226863671783777,-4.51277134687811,6.39859931413389e-06,8.73099196735044e-05,7.79043859970957e-05,-0.892594347534803
yigE,130.054915492838,1.04432984840348,0.231953901579086,4.50231637102861,6.72168235687037e-06,9.10656396178132e-05,8.11235999703162e-05,0.906069771067884
acrB,141.640351132538,0.939330483898237,0.210509390265244,4.46217854089392,8.1130582896274e-06,0.00010650487209866,8.1130582896274e-05,0.831119881647428
glcA,459.487567966097,-0.532075529961794,0.119224209424378,-4.46281449489737,8.08900785909223e-06,0.00010650487209866,8.1130582896274e-05,-0.508213539362408
emrB,539.564015444842,-0.500210985996064,0.111170222313966,-4.49950513351832,6.81118351171357e-06,9.19509774081332e-05,8.13292759462825e-05,-0.480441298483189
fliJ,20.1193808250436,-2.88052354513037,0.625232464804118,-4.60712408149315,4.08276393364697e-06,5.75669714644222e-05,8.15889384448641e-05,-2.24799788114408
srlB,92.3566282188274,-1.14635392327427,0.257212606949484,-4.45683412205144,8.31789151890103e-06,0.000108818601417375,8.23002646764504e-05,-0.970484405327077
ygeR,364.377108534287,-0.61341043176909,0.13645899144189,-4.49519980535915,6.95046511399194e-06,9.34997197490011e-05,8.25450049045607e-05,-0.578564029498653
ydcU,65.0856714878004,-1.40546080972183,0.31294255494048,-4.49111438356201,7.08514856128322e-06,9.46426686765095e-05,8.35151418373413e-05,-1.13083388142263
ydhB,40.2467748190489,1.80253218327198,0.402260987091146,4.48100174045354,7.42935054990914e-06,9.889348791435e-05,8.72672417067607e-05,1.35624887911083
yjcH,58.536682758671,-1.48517672002142,0.334763732130233,-4.43649230031776,9.1436604070149e-06,0.000119212038251732,8.92141866101106e-05,-1.17013802356215
